Fabada asturiana,Modified Question,Answer,entities,
S147,Is the city where Matin Parsa was born in close to a river?,TRUE,,
,Is the city where Sahl al-Tustari was born in close to a river?,TRUE,Sahl al-Tustari (Q1153185),
,Is the city where Hossein Kaebi was born in close to a river,TRUE,Hossein Kaebi (Q504131),
,Is the city where Karamatollah Malek-Hosseini was born in close to a river?,TRUE,Karamatollah Malek-Hosseini (Q5726700),
,Is the city where Ali-Asghar Shadravan was born in close to a river?,TRUE,Ali-Asghar Shadravan (Q56365165),
,Is the city where Foroogh Mouri was born in close to a river?,TRUE,Foroogh Mouri (Q83658007),
,Is the city where Mohammad-Ali Emam-Shooshtari was born in close to a river?,TRUE,Mohammad-Ali Emam-Shooshtari (Q5960363),
,Is the city where Reza Khandan was born in close to a river?,TRUE,Reza Khandan (Q5937732),
,Is the city where Sohrab Gilani was born in close to a river?,TRUE,Sohrab Gilani (Q25425368),
,Is the city where Hassan Danaeifar was born in close to a river?,TRUE,Hassan Danaeifar (Q5703447),
,Is the city where Elham Anafjeh was born in close to a river?,TRUE,Elham Anafjeh (Q106963969),
S148,Could Jolina Zamorano and Vivathana Milinthachinda have played together on the same team?,FALSE,,
,Could Mohammad reza parvizi and Vivathana Milinthachinda have played together on the same team?,FALSE,Mohammad reza parvizi (Q111139397),
,Could Arya Eskandarzadeh and Vivathana Milinthachinda have played together on the same team?,FALSE,Arya Eskandarzadeh (Q113467139),
,Could Mohammad Hossein Sharifi and Vivathana Milinthachinda have played together on the same team?,FALSE,Mohammad Hossein Sharifi (Q124806911),
,Could Matin Shahhoseini and Vivathana Milinthachinda have played together on the same team?,FALSE,Matin Shahhoseini (Q112173538),
,Could Reza Ghandipour and Vivathana Milinthachinda have played together on the same team?,FALSE,Reza Ghandipour (Q116970775),
,Could Kasra Taheri and Vivathana Milinthachinda have played together on the same team?,FALSE,Kasra Taheri (Q123422016),
,Could Arsha Shakouri and Vivathana Milinthachinda have played together on the same team?,FALSE,Arsha Shakouri (Q123421643),
,Could Yaghoob Barajeh and Vivathana Milinthachinda have played together on the same team?,FALSE,Yaghoob Barajeh (Q123421896),
,Could Esmaeil Gholizadeh and Vivathana Milinthachinda have played together on the same team?,FALSE,Esmaeil Gholizadeh (Q123422055),
,Could Abolfazl Zamani and Vivathana Milinthachinda have played together on the same team?,FALSE,Abolfazl Zamani (Q123457859),
S149,Is it likely for Michalis Kritharidis to have a deep faith in Allah?,FALSE,,
,Is it likely for Mina Ahadi to have a deep faith in Allah?,FALSE,Mina Ahadi (Q113781),
,Is it likely for Afshin Ellian to have a deep faith in Allah?,FALSE,Afshin Ellian (Q353362),
,Is it likely for Shappi Khorsandi to have a deep faith in Allah?,FALSE,Shappi Khorsandi (Q4346087),
,Is it likely for Aramesh Dustdar to have a deep faith in Allah?,FALSE,Aramesh Dustdar (Q4784020),
,Is it likely for Ashraf Dehghani to have a deep faith in Allah?,FALSE,Ashraf Dehghani (Q463551),
,Is it likely for Maryam Namazie to have a deep faith in Allah?,FALSE,Maryam Namazie (Q464924),
,Is it likely for Mardjan Seighali to have a deep faith in Allah?,FALSE,Mardjan Seighali (Q102181876),
,Is it likely for Ahmet Şık to have a deep faith in Allah?,FALSE,Ahmet Şık (Q402020),
,Is it likely for Bahadır Baruter to have a deep faith in Allah?,FALSE,Bahadır Baruter (Q4842284),
,Is it likely for Mina Urgan to have a deep faith in Allah?,FALSE,Mina Urgan (Q6099073),
S150,Is it likely for Chandra Khonnokyoong to consult the Diwan Abatur for religious guidance?,FALSE,,
S151,Are Maxi López and Wanda Nara still in a healthy romantic relationship?,FALSE,,
S152,Would it make sense for Rodney Strasser to ask his father for a quinceañera?,FALSE,,
S153,Does Voxel Farm require a fuel injector to operate?,FALSE,,
S154,is it likely for Julia Nickson-Soul to be familiar with mental auditing?,TRUE,,
S155,Was it likely for Divakarapandita to avoid eating a meat dish?,TRUE,,
S156,Are people who have been in romantic relationship with Belén Rodríguez enought to form a double game of tennis among them?,FALSE,,
S157,Has Giacomo Beretta played in more teams than Andrea Schenetti?,TRUE,,
S158,Could Saovabhak Nariratana have owned a laptop?,FALSE,,
S159,is Marjan Faritous likely to be familiar with Elijah?,TRUE,,
S160,Could Arsen Minasian travel to Tehran without requiring a passport?,TRUE,,
S161,Could Ilary Blasi's children fill out a water polo team?,FALSE,,
S162,Could a Cheick Tioté have a son born after 2020?,FALSE,,
S163,Was it an unhealthy action for anyone to have sexual relationship with Harry Whittaker-Sheppard in the final days of his life?,TRUE,,
S164,Would it be likely for David Fenimore Anderson to explain the Pythagorian theorem in a class?,TRUE,,
S165,Would Marjan Faritous be able to run for US presidency?,FALSE,,
S166,Does a person need a college degree to have the same occupation as David Fenimore Anderson?,TRUE,,
S167,Would Marjan Faritous look odd with a moustache?,TRUE,,
S168,Could Shirvanshah Kavus network on LinkedIn?,FALSE,,
S169,Would it be likely for Divakarapandita to travel to Jerusalem as a religous ritual?,FALSE,,
S170,Was it likely for Benjamin Nahawandi to own a Torah?,TRUE,,
S171,Did Søren Kierkegaard's nickname collection outshine Mark Oliver Everett's?,TRUE,,
S172,Does cell biology teach about the life cycle of Karakol society?,FALSE,,
S173,Can Benjamin Nahawandi be diagnosed with the Great Depression?,FALSE,,
S174,Did Alan Hamel's wife pass away?,TRUE,,
S175,Is Lee Hyori a major singer in the Disco genre?,FALSE,,
S176,Did Giuseppe Favalli play soccer in three different centuries?,FALSE,,
S177,Is it likely for Davide Callà to be alone when he is doing work in most days?,FALSE,,
S178,Is it likely for Catholic church to consider Mohammad Kazem Shariatmadari as a saint?,FALSE,,
S179,Did Paolo Maldini receive enough awards to substitute the pins in a bowling alley lane with his awards?,FALSE,,
S180,Could Ebrahim Khan Kalantar's wedding have been televised?,FALSE,,
S181,Could Marjan Faritous have watched Ted Lasso?,FALSE,,
S182,Is it likely for Miloš Daković to be able to make a circuit board?,TRUE,,
S183,Would Farhad Zarif glance upwards at Samad Nikkhah Bahrami if they met?,TRUE,,
S184,Did Bernard Gohienetxe experience a peaceful death?,FALSE,,
S185,Could the medical condition of Ala al-Din Muhammad III be cured with a cast?,FALSE,,
S186,Would a responsible bartender avoid making a drink for Lionel Lundell?,TRUE,,
S187,Would Zelimkhan Yandarbiyev avoid drinking rum?,TRUE,,
S188,Is it likely for most employees of Beverina Productions to live in Europe?,TRUE,,
S189,Could Bernard Gohienetxe have travelled with Ebrahim Khan Kalantar?,FALSE,,
S190,Is it likely for Lee Hyori to avoid BBQ restaurants?,TRUE,,
S191,Is it correct to consider Aḥmad ibn Muḥammad Ibn al-Surá a polymath?,TRUE,,
S192,Does Frédéric Vidalens share the same final resting place as Sadegh Hedayat?,TRUE,,
S193,Is the name of city where Francesco Renzi was born also a common human name?,TRUE,,
S194,Could Frédéric Vidalens have attended Lionel Lundell's birthday party?,FALSE,,
S195,Can you carry an IKCO Samand in a laptop bag?,FALSE,,
S196,Is it likely for Arunasalam Namathevan to celebrate Diwali?,TRUE,,
S197,Would a toast for Pablo Busatto include margarine instead of butter?,TRUE,,
S198,Can taqiyya be stored in a bottle?,FALSE,,
S199,Is it likely for Manouchehr Eghbal to be baptized?,FALSE,,
S200,Is the birthday of Rodney Strasser closer to April than the birthday of Alexander Merkel?,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,Is it likely for Tarisa Watanagase to consult the Diwan Abatur for religious guidance?,FALSE,Tarisa Watanagase (Q433261),
,Is it likely for Chandra Khonnokyoong to consult the Diwan Abatur for religious guidance?,FALSE,Natthicha Namwong (Q87029521),
,Is it likely for Ajahn Maha Bua to consult the Diwan Abatur for religious guidance?,FALSE,Ajahn Maha Bua (Q352857),
,Is it likely for Intira Moralessg to consult the Diwan Abatur for religious guidance?,FALSE,Intira Moraless (Q109569230),
,Is it likely for Sukhumbhand Paribatra to consult the Diwan Abatur for religious guidance?,FALSE,Sukhumbhand Paribatra (Q437575),
,Is it likely for Chandra Khonnokyoong to consult the Diwan Abatur for religious guidance?,FALSE,Chandra Khonnokyoong (Q5071285),
,Is it likely for Sala Khunnawut to consult the Diwan Abatur for religious guidance?,FALSE,Sala Khunnawut (Q16139220),
,Is it likely for Anil Sakya to consult the Diwan Abatur for religious guidance?,FALSE,Anil Sakya (Q16527029),
,Is it likely for Luangpor Thong to consult the Diwan Abatur for religious guidance?,FALSE,Luangpor Thong (Q6695017),
,Is it likely for Phra Sawanwaranayok to consult the Diwan Abatur for religious guidance?,FALSE,Phra Sawanwaranayok (Q13017760),
S151,Are Maxi López and Wanda Nara still in a healthy romantic relationship?,FALSE,,
S152,Would it make sense for Rodney Strasser to ask his father for a quinceañera?,FALSE,,
S153,Does Voxel Farm require a fuel injector to operate?,FALSE,,
S154,is it likely for Julia Nickson-Soul to be familiar with mental auditing?,TRUE,,
S155,Was it likely for Divakarapandita to avoid eating a meat dish?,TRUE,,
S156,Are people who have been in romantic relationship with Belén Rodríguez enought to form a double game of tennis among them?,FALSE,,
S157,Has Giacomo Beretta played in more teams than Andrea Schenetti?,TRUE,,
S158,Could Saovabhak Nariratana have owned a laptop?,FALSE,,
S159,is Marjan Faritous likely to be familiar with Elijah?,TRUE,,
S160,Could Arsen Minasian travel to Tehran without requiring a passport?,TRUE,,
S161,Could Ilary Blasi's children fill out a water polo team?,FALSE,,
S162,Could a Cheick Tioté have a son born after 2020?,FALSE,,
S163,Was it an unhealthy action for anyone to have sexual relationship with Harry Whittaker-Sheppard in the final days of his life?,TRUE,,
S164,Would it be likely for David Fenimore Anderson to explain the Pythagorian theorem in a class?,TRUE,,
S165,Would Marjan Faritous be able to run for US presidency?,FALSE,,
S166,Does a person need a college degree to have the same occupation as David Fenimore Anderson?,TRUE,,
S167,Would Marjan Faritous look odd with a moustache?,TRUE,,
S168,Could Shirvanshah Kavus network on LinkedIn?,FALSE,,
S169,Would it be likely for Divakarapandita to travel to Jerusalem as a religous ritual?,FALSE,,
S170,Was it likely for Benjamin Nahawandi to own a Torah?,TRUE,,
S171,Did Søren Kierkegaard's nickname collection outshine Mark Oliver Everett's?,TRUE,,
S172,Does cell biology teach about the life cycle of Karakol society?,FALSE,,
S173,Can Benjamin Nahawandi be diagnosed with the Great Depression?,FALSE,,
S174,Did Alan Hamel's wife pass away?,TRUE,,
S175,Is Lee Hyori a major singer in the Disco genre?,FALSE,,
S176,Did Giuseppe Favalli play soccer in three different centuries?,FALSE,,
S177,Is it likely for Davide Callà to be alone when he is doing work in most days?,FALSE,,
S178,Is it likely for Catholic church to consider Mohammad Kazem Shariatmadari as a saint?,FALSE,,
S179,Did Paolo Maldini receive enough awards to substitute the pins in a bowling alley lane with his awards?,FALSE,,
S180,Could Ebrahim Khan Kalantar's wedding have been televised?,FALSE,,
S181,Could Marjan Faritous have watched Ted Lasso?,FALSE,,
S182,Is it likely for Miloš Daković to be able to make a circuit board?,TRUE,,
S183,Would Farhad Zarif glance upwards at Samad Nikkhah Bahrami if they met?,TRUE,,
S184,Did Bernard Gohienetxe experience a peaceful death?,FALSE,,
S185,Could the medical condition of Ala al-Din Muhammad III be cured with a cast?,FALSE,,
S186,Would a responsible bartender avoid making a drink for Lionel Lundell?,TRUE,,
S187,Would Zelimkhan Yandarbiyev avoid drinking rum?,TRUE,,
S188,Is it likely for most employees of Beverina Productions to live in Europe?,TRUE,,
S189,Could Bernard Gohienetxe have travelled with Ebrahim Khan Kalantar?,FALSE,,
S190,Is it likely for Lee Hyori to avoid BBQ restaurants?,TRUE,,
S191,Is it correct to consider Aḥmad ibn Muḥammad Ibn al-Surá a polymath?,TRUE,,
S192,Does Frédéric Vidalens share the same final resting place as Sadegh Hedayat?,TRUE,,
S193,Is the name of city where Francesco Renzi was born also a common human name?,TRUE,,
S194,Could Frédéric Vidalens have attended Lionel Lundell's birthday party?,FALSE,,
S195,Can you carry an IKCO Samand in a laptop bag?,FALSE,,
S196,Is it likely for Arunasalam Namathevan to celebrate Diwali?,TRUE,,
S197,Would a toast for Pablo Busatto include margarine instead of butter?,TRUE,,
S198,Can taqiyya be stored in a bottle?,FALSE,,
S199,Is it likely for Manouchehr Eghbal to be baptized?,FALSE,,
S200,Is the birthday of Rodney Strasser closer to April than the birthday of Alexander Merkel?,TRUE,,
